property_name,breadcrumbs,price,image_url,description,seller_name,location,property_type,bathrooms,bedrooms
3 BHK ground floor of house near chevayoor 16 k,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayoor,3 BHK ground floor of house near chevayoor 16 k","{'amount': '16000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/5sv7ue5vgv8v3-IN/image;s=850x0,"3 BHK ,Ground floor ,Safe ,Posh area ,Doctor preference",Pro Rent Buy n Sell,"Chevayoor, Kozhikode, Kerala",Individual House / Villa,3,3
3 bhk furnished flat near chevayur 'medical college,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayoor,3 bhk furnished flat near chevayur 'medical college","{'amount': '25000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/845v1yvf1xja3-IN/image;s=850x0,3 bhk furnished flat near chevayur 'medical college,Muneer..,"Chevayoor, Kozhikode, Kerala",Flats / Apartments,3,3
3 bhk semi furnished flat near eranjipalam,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Eranjipalam,3 bhk semi furnished flat near eranjipalam","{'amount': '30000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/amgfpakom6gq3-IN/image;s=850x0,3 bhk semi furnished flat near eranjipalam,Muneer..,"Eranjipalam, Kozhikode, Kerala",Flats / Apartments,3,3
House available for rent nearby Hlite mall and Cyberpark,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Poovangal,House available for rent nearby Hlite mall and Cyberpark","{'amount': '15000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/5be9fjjeqy5h1-IN/image;s=850x0,"4 bedroom house available at Methothazham near by Hlite mall and Cyberpark.,Rent-15000,2 floored house, 4 bedrooms, 1 bathroom, 2 halls, comfortable living rooms, and a kitchen.,Well water available, clean environment, and friendly neibourhood.",RATNAKARAN P,"Poovangal, Kozhikode, Kerala",Individual House / Villa,1,4+
കോഴി ക്കോട് . ..,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,കോഴി ക്കോട് . ..","{'amount': '1000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/qtcjq7ee2bmh1-IN/image;s=850x0,Two wheelers only,Sk. Calicut,"Thondayad, Kozhikode, Kerala",Individual House / Villa,1,2
2 BHK semi furnished flat... Hilite Metromax,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,2 BHK semi furnished flat... Hilite Metromax","{'amount': '24000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/0egqftroitkl1-IN/image;s=850x0,"24 hrs security,Visitor’s Car park,Landscaped area,Kid’s play area,CCTV Surveillance,Intercom facility,Yoga room,Fitness centre,Visitor’s lounge,Home care office,Driver’s room,Led lighting in common area,Passenger lifts-3 nos,Wheel chair friendly ramps,Generator back up,Sewage treatment plant,Association hall,Roof top party area,Library room",Violet properties,"Thondayad, Kozhikode, Kerala",Flats / Apartments,3,2
Branded 3BHK semi Furnished flat for Rent,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Netaji Nagar,Branded 3BHK semi Furnished flat for Rent","{'amount': '22000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/4dlznv66efi9-IN/image;s=850x0,"Furnished 3BHK semi Furnished flat with balcony, ,24 hr security,,Generator back up,Lift...etc,Rent ₹22000+mnc,Further details ,Contact us",Square Plots realtors,"Netaji Nagar, Kozhikode, Kerala",Flats / Apartments,3,3
Fully furnished 4 BHK Erangipalam,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Eranjipalam,Fully furnished 4 BHK Erangipalam","{'amount': '40000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/mnvc126awolx2-IN/image;s=850x0,Fully furnished 4 BHK attached indipendent house good ground open water well all vehicles acess road frontage more details plz send wat's app & call,SHIJESH R.V,"Eranjipalam, Kozhikode, Kerala",Individual House / Villa,4+,4
നടക്കാവിൽ അപാർട്മെന്റ്,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Nadakkavu,നടക്കാവിൽ അപാർട്മെന്റ്","{'amount': '20000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/e0lk19tbyjch3-IN/image;s=850x0,"Bachelers and ഫാമിലി ,വെസ്റ്റ് ആൻഡ് ഈസ്റ്റ് നടക്കാവ്,60k അഡ്വാൻസ്",Property hunt,"Nadakkavu, Kozhikode, Kerala",Flats / Apartments,2,2
2 BHK APARTMENT FOR LEASE IN WEST KANNANCHERI ( പണയം ),"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kannanchery,2 BHK APARTMENT FOR LEASE IN WEST KANNANCHERI ( പണയം )","{'amount': '1000000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/qwdkn3kizf3c2-IN/image;s=850x0,"2 BHK APARTMENT FOR LEASE ( പണയം ),The owner of this apartment is asking Rs 10 lakh",Manu,"Kannanchery, Kozhikode, Kerala",Flats / Apartments,2,2
രണ്ടുനില വീട് വാടകയ്ക്ക് Kovoor,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kovoor,രണ്ടുനില വീട് വാടകയ്ക്ക് Kovoor","{'amount': '8000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/k6ewl15zk3s4-IN/image;s=850x0,ഫസ്റ്റ് ഫ്ലോർ 8000  സെക്കൻഡ് ഫ്ലോർ 8000 കോമൺ ബാത്റൂം,HPK,"Kovoor, Kozhikode, Kerala",Individual House / Villa,1,2
2 bhk apartment near stare care hospital thondayad,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,2 bhk apartment near stare care hospital thondayad","{'amount': '13000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/tx2jqebmpiei-IN/image;s=850x0,2 bhk apartment near stare care hospital thondayad,Muneer..,"Thondayad, Kozhikode, Kerala",Flats / Apartments,3,2
Room sharing,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Delma,Room sharing","{'amount': '4000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/alnfwfmx990i1-IN/image;s=850x0,Room sharing only for ladies,alfa latheef,"Delma, Kozhikode, Kerala",Flats / Apartments,2,2
Ramanattukara. Indipendent house,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Ramanattukara,Ramanattukara. Indipendent house","{'amount': '25000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/5qtinlnlld8g2-IN/image;s=850x0,6 bed Room.  5. Bath room. 5 car parking. Open well Watter. Compound wall. PWD road,Mahaboob pullumkunnu,"Ramanattukara, Kerala, India",Individual House / Villa,4+,4+
Fully furnished luxury apartment,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Nit,Fully furnished luxury apartment","{'amount': '15000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ncqznx5nw2o41-IN/image;s=850x0,Fully furnished luxury apartmen-only for Rent,Hariprasad N P,"Nit, Kozhikode, Kerala",Flats / Apartments,1,1
3 Bhk  furnished flat for Rent At Mankavu,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu,3 Bhk  furnished flat for Rent At Mankavu","{'amount': '30000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/yuq5bbnzlsoq1-IN/image;s=850x0,"3Bhk furnished flat for Rent At Man kavu,Very close to hospital,.school,supermarkets, and Railway station ,1355 sqft,Balcony ,Bed with cot,Sofa,Modular kitchen,Table with chair ,Amenites,Covered car parking ,Gym,Lift,Play Area,Land escaped Garden,24 hrs power back up,Rent-30000,More Details ,Endless properties ,2nd floor Kairali  Complex ,Thondayad  Calicut",Endless properties,"Mankavu, Kozhikode, Kerala",Flats / Apartments,3,3
For lease :- Home for lease at cheverambalam,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevarambalam,For lease :- Home for lease at cheverambalam","{'amount': '1500000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/uxz6saks2xl91-IN/image;s=850x0,"Road frontage property (malaparamba - chevayur Road),,Well Maintained open well,,3 Bed Rooms ,,Near by locations:-,St Mary's school (400m),,Iqraa thannal mri center 800mtr,,Iqra hospital - 1.2km,Starcare hospital - 1.2 km,Jdt college - 2.2km,Providence college - 1.9km,Railway station 4.5km,Civil station - 1.7 km",Adharsh,"Chevarambalam, Kozhikode, Kerala",Individual House / Villa,3,3
2bhk apartment for rent in perumanna poovattuparamba roadside,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Perumanna,2bhk apartment for rent in perumanna poovattuparamba roadside","{'amount': '9000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/pobr9fh6xeiz2-IN/image;s=850x0,2bhk apartment for rent in perumanna Poovatuparamba road side. 7.5km from medical college and hilite mall,Akshay Narakath Kalathingal,"Perumanna, Kozhikode, Kerala",Flats / Apartments,2,2
Fully 4 bhk independent house villa at medical college,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Malaparamba,Fully 4 bhk independent house villa at medical college","{'amount': '35000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/bakzzdapob8v2-IN/image;s=850x0,4 bhk independent house villa at medical college,Muneer..,"Malaparamba, Kozhikode, Kerala",Individual House / Villa,3,3
Semi furnished 1  bhk flat for rent at Thondayad bypass calicut,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Semi furnished 1  bhk flat for rent at Thondayad bypass calicut","{'amount': '20000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/qh51gubuvo6f2-IN/image;s=850x0,"1 bhk Luxury  Branded flat for rent near Pantheerankavu ,Semi furnished new 1 bhk Branded premium apartment  at Landmark  Abacus .,All luxury Amenities are Available ,Car parking ,Gated  community ,Good view ,Luxury  furnished & Good interior ,Near to, Cyber park, metro cardiac hospital, Hilite mall and calicut Airport (20 Km),Rent :18k",FAISAL,"Thondayad, Kozhikode, Kerala",Flats / Apartments,1,1
Railway station commercial space for rent,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mananchira,Railway station commercial space for rent","{'amount': '15000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/9tuotwqtk4xf3-IN/image;s=850x0,"---,Commercial Space for Rent Near Calicut Railway Station,Size: 600 sq. ft,Location: First Floor,Features:,Separate bathroom,Partition and some furniture available,For more information, contact Happy Clients Realtors.,---,Feel free to adjust any details as necessary!",Happy Clients Realtors,"Mananchira, Kozhikode, Kerala",Independent / Builder Floors,,
18 two bhk flat for rent near medical college,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kovoor,18 two bhk flat for rent near medical college","{'amount': '450000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/10qz254ry0vg3-IN/image;s=850x0,18 two bhk flat for rent near medical college'ideal for hostel'company accommodation '250 metrs from main road,Muneer..,"Kovoor, Kozhikode, Kerala",Flats / Apartments,2,2
3 bhk apartment for rent near medical College,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kottuli,3 bhk apartment for rent near medical College","{'amount': '21000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/5os8fujxlbcr2-IN/image;s=850x0,bhk apartment for rent near medical College 2,Muneer..,"Kottuli, Kozhikode, Kerala",Flats / Apartments,,
1 bhk furnished flat near cyber Park 'hi lite mall,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,1 bhk furnished flat near cyber Park 'hi lite mall","{'amount': '25000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/l4pbx7a6vq8a-IN/image;s=850x0,1 bhk furnished flat near cyber Park 'hi lite mall,Muneer..,"Thondayad, Kozhikode, Kerala",Flats / Apartments,1,1
4 Bhk house for Rent At Mankavu,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu,4 Bhk house for Rent At Mankavu","{'amount': '20000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/daaogtg44pav1-IN/image;s=850x0,"4 Bhk House for Rent At Mankavu,Only   for bachelors  boys,Very close  To hospital, schools, Supermarkets And railway  Station ,Rent-20000,Advance -50000,More Details ,Endless Properties ,2 nd floor Kairali Complex ,Thondayad,  Calicut",Endless properties,"Mankavu, Kozhikode, Kerala",Individual House / Villa,4,4
House for rent at Thondayad (Kudilthode) near Starcare Hospital,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,House for rent at Thondayad (Kudilthode) near Starcare Hospital","{'amount': '65000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/lwh6yvqlrxf93-IN/image;s=850x0,"The above property is very near and has easy access to Starcare Hospital, NH bye pass, DAMS, Xylem, NEXA, Kalyan Silks and Thondayad junction.,2km to Cyber park, HiLITE mall and other townships. About 50 mtr from Starcare Hospital car park.,Featuring 6 separate rooms (bath attached),Total floors:,Ground floor: Living area, waiting room, 3 bedroom (bath attached), Kitchen work area and sitout.,First floor: Living area, waiting room, 3 bedroom (bath attached), one room extra, sitout.,Terrace: Open,Other features:,Total floor area 2,300 sqft (approx.),Quiet area,Compound wall with gate,Tar road, lorry accessible,Interlocking,Well water,Facing: East,Car parking: 2+,Expected rent: 65,000,Ideal for a range of businesses including office, doctors, individuals, professionals, company accommodation, hostel facility, students, etc.,For enquiries contact my number.,Calls only, no messages please.",Babu,"Thondayad, Kozhikode, Kerala",Individual House / Villa,4+,4+
2 bhk apartment near cyber Park 'thondayad,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,2 bhk apartment near cyber Park 'thondayad","{'amount': '13250', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/5tzopgrb24oj-IN/image;s=850x0,2 bhk apartment near cyber Park 'thondayad,Muneer..,"Thondayad, Kozhikode, Kerala",Flats / Apartments,2,2
1bhk Fully furnished flat for at Calicut,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,1bhk Fully furnished flat for at Calicut","{'amount': '25000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/977tz82d5y5r2-IN/image;s=850x0,1bhk Fully furnished flat for at Calicut,FAISAL,"Thondayad, Kozhikode, Kerala",Flats / Apartments,1,1
3 BHK FLAT FOR RENT NEAR ARAYEDATHPALAM,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Arayedathupalam,3 BHK FLAT FOR RENT NEAR ARAYEDATHPALAM","{'amount': '25000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/7hmqv9farvka1-IN/image;s=850x0,"Branded flat for rent & sale available in Calicut,3 BHK FLAT FOR RENT NEAR ARAYEDATHUPALAM,located in prime location ,Very close: Arayidthupalam, puthiyara, gokulam mall, baby memorial hospital, kottuli, pottammal ,3 bhk apartment for rent near meitra,rent : 14000/-,3 bhk apartment for rent near nadakkave,rent : 18000/-,3 bhk apartment for rent near nadakkave ,rent : 25000/-, ,3bhk semi furnished flat for rent near nadakkave ,rent : 25000/-,3bhk semi furnished flat for rent near near erajhipalam  ,rent : 25000 /-,3bhk semi furnished flat for rent near Arayidathpalam,rent : 25000/-,3bhk semi furnished flat for rent near mims hospital ,rent : 25000/-,3bhk  furnished flat for rent near karaparambe,rent : 25000/-,3bhk semi  furnished flat for rent near hilite mall  ,rent : 25000/-, ,3bhk semi  furnished flat for rent near palazhi,rent : 25000/-, ,3bhk semi  furnished flat for rent near meitra hospital,rent : 25000/-,3bhk furnished flat for rent near malaparmbe,rent : 27000/-,3bhk semi furnished flat for rent near Govindhapuram,rent : 28000/,3bhk semi furnished flat for rent near Lulu mall ,rent : 280000/-,3bhk  furnished flat for rent near Beach ,rent : 30000/-,3 bhk furnished flat for rent near  thondayad ,rent : 30000/-,3bhk  furnished flat for rent near pottamal,rent : 35,000/-,3bhk  furnished flat for rent near beach ,rent : 60,000 /-,Note: Images shown are for representation purpose only. actual building differs.,call between; 10.00am to 7.00pm (Sunday off)",PROPERTY HUB,"Arayedathupalam, Kozhikode, Kerala",Flats / Apartments,3,3
